userName,content,score
Abdullah Abdullah,Good job,5
Dwitama 08,Aplikasinya sangat bagus,5
Bang Imun,"Terlalu berat, & tdk merakyat... Update malah aplikasi aplikasinya gak bisa dpake...",1
BarakSungkar 24,"Pas mau login malahh gada no verivikasi nyaa aneh, udhh nunggu berhari hari ttep gabisa",1
Efendi Jambak,Puas,5
Praditta cahya Saputra,Good,5
rahmad taufik,"Untuk laporan transaksi di kartu kredit kurang update, sudah melakukan transaksi 3 hari sebelumnya,tpi sampai saat ini belum tercatat di transaksi d octomobilnya",2
Akzbar,Ok,4
Gilang Hijrah,Ok,5
Budi Muryanto,"Octo loan nya kok gak bisa dibuka camera nya, buat foto ktp ya bos?? Tolong di bantu, saya butuh buat biaya anak sekolah",1
Acheng ozzora,mantap aplikadinya,5
Muhammad Faturrahman ghozali,Aplikasinya dah gila,1
Dadang Sumantri,Trims kasih CIMB niaga ada anda jadi lebih mudah bertransaksi 👍,5
Muslimin Limin,Aplikasi nya GK bisa d buka di hp sy,3
kasiaman saragih,"Aplikasi Octo Mobile, Sangat mudah dan membantu Nasabah",4
Muhammad Fitriadin,"Makin cakep untuk tampilan,aplikasinya. Sejak ada Gojek di Purwokerto,tetap setia menggunakan Pt.Bank CIMB Niaga,tbk",5
Ribka April,"Promo katanya dpt cashback 100rb udh sebulan ga dikirim""juga ,udh gtuh saldo kepotong 20rb perbulan,50rb nya ga bisa ketarik jadi saldo hilang 70rb mana keblokir lagi padahal udh klik lupa password",2
Zharfan Alghifari,"Hp tidak diroot gaada aplikasi root atau apapun itu tapi malah mendeteksi root, padahal sebelumnya normal2 aja pakai aplikasinya Sangat kecewa!!",1
Dezy “Dezy” Rumil,Sebetulnya aplikasi ini berat banget di android gara2 apa sih,3
Indahjaya Indah,Sangat cocok untuk saya,5
Edi Sumarsono,Mantab.....,5
ANA MARIATU SHOFIAH .....,"Suka banget sama aplikasi octo, mudah pakenya, banyak kemudahan fitur2 transaksi.",5
Alfan Kurniawan,Ter the best,5
Shiddiq Suroyo,Good,5
Atma Slanker,Lumayyann lahh,5
Sugi Arto,Praktis memudahkan bertransaksi..tampilan oke,5
Samsung A7lite,Lumayan..gk perlu antri ke atm atau bank...,5
dinka radinka,Super sulit aplikasinya males jd nya,2
M Rayendra rafizen,Sekarang aplikasi nya sdh ringan digunakan..cuman blm ada pasilitas pay later atau kartu kredit di aplikasi tsb,4
Yahya Wahyudin,Login gagal mulu,1
Keven Firwansyah,Good,5
Wahyu Hidayat,Kecewa dengan kcu alam sutera tangerang selatan,1
Edwin Mardianto,Keren,5
Ridwan Ambari,Good,5
Yudi Hendrawan,"Mudah dalam pengoperasian nya dan bebas biaya transfer nya, tapi sayang untuk kartu tambahan nya ada biaya, ga sesuai info dr marketing... Mungkin saatnya ganti cc bank lain",2
Mahesa Esa,Mantap sangat membantu,5
Rio Januaringga,Aplikasi lumayan berat,4
Rifki Maulana,Kenapa tiap mau login pake ID sms otp ga masuk masuk??,1
jaya saputra,Login pun sulit,1
Mom Suzan & Jeslyn Channel,"Bentar2 minta di update. Makan memori banyak, harus hapusin aplikasi lain yg sama pentingnya. Repot KLO kek gini harus hape 1 khusus buat octomobile",1
Maria Wibowo,"Simpel, cepat, keren bgt",5
Anton Munadi,Blom dpt pinjaman tanpa anggunan,5
Budi Hendarto,OCTO memang TOP GANDOS MARKOTOP...Mantaaap....sangat berguna,5
wongjawa ngapak,Ga bisa isi ovo sekarang,3
Agustien Arief,Tampilan baru yg sangat menarik,5
Sugianto,Mantap tanpa ada kendala,5
Wanto Tohir,memudahkan untuk bertransaksi,5
Hari Purwanto,Cepat,5
Eggy afriyansyah,Hp saya blm pernah root kenapa ada notifikasi root nya setalah di update ngaco ini,1
Andreaz Hafiedz,"Bank n net bankingnya cukup bagus, tp aplikasi bankingnya ini buruk, developerny bodoh !",1
lala ristiani,Udah mau seminggu eror gk bisa di buka Gmn ini,2
Zahra zanuwa,Live to be simple,5
Kusmono 84,"Nyesel gila lemot kaya nenenene, stresss .....",5
Sony Eriksen,Mantaapp,5
Jerry Ferdi,"Tambah fitur menarik lain, kalau bisa diganti skinnya",5
abehh Ajaa,Bagussss,5
Ahmad Tohir,Mantap 👍👍👍,5
Aris Rian,Sangat mudah dan simpel,5
nur aeni,Update mulu,1
Aditia Gumelar,Apk nya ga jelas hp baru beli ga pernah di root tapi terdeteksi root ga jelas,1
ucen semarang,"hp terdeteksi jailbreak terus setelah update, padahal sebelum update aman aja, dan hp saya pabrikan",1
SUDRADJAT DJALAL,Pernah bekerja di perusahaan otomotip perakitan kendaraan bermotor Mercedes Benz.,4
War Sena,"Cimb bukan kaleng kaleng selau memberikan keuntungan,terima kasih cimb niaga sukses selalu perbankan swasta",5
nanang daffha,Good lah,5
Eka vodka,Mantap,5
Imron Miftah,mau masuk disuruh ngisi macem2 udah bener eh malah keblokir taik,1
Vera Andini,Gak bsa di uptade,2
Robin Hood,Baik,5
Dawai Pujangga,"Otp gak masuk mulu, tolong periksa kesalahan ini",3
Abdul fikri Ali majid,Bagus sekali,5
Onedy 33,Gajelas apk nya,1
Mi Kun,"Saya kena jailbreak, ga tau knpa, katanya solusinya saya harus pakai HP lain utk bisa buka nya lagi. Dgn arti saya harus beli HP baru. Dari pada saya beli HP baru mending tutup rekekingnya.. Nyusahkan saja dari awal!",1
Erriz Eka,"Mudah pengoperasian, jarang error",5
Dominggus Dedy Pratama,Gak kerasa uda 5 tahun lebih pake octo masih puas,5
Muhammad Faisal,"Sangat baik, petugas sangat ramah",5
Samidi Aulia,Mantap,5
Didit Purnomo,"Kenapa ya di update gak bisa bossss,gagal terusssss",5
Bayu Giri Nurseto,Mempermudah untuk bertransaksi,5
Afiyah aliyasin,Aplikasinya mantap,5
Baper Project,Mudah di gunakan,5
Muhammad Iqbal,parah di email juga tidak tanggap keluhan. kita tari di atm 1.500.000 yg keluar cuman 1.450.000 parah betul,1
Taufik Opik (Edun),"dikit dikit update,, cape ah,,",3
Andip Rasta,Proses cepat dan mudah,5
Kanda Ajibersyur,Biar makin oke..,5
Abdee Komeng,Hp saya ga pernah di root/jailbreak tpi kenapa pas login slalu ada sttus peringatan hp anda tlah d root .. Bikin bingung nih apl ..,4
Dedy Apriadi,Hp saya tidak root atau jailbreak namun terdeteksi root/jailbreak di aplikasi ini.. Dan aplikasi Mbanking lain bisa semua terbuka. Sangat aneh mohon ada update baru,1
Nurkalim Kalim,Pemakean system agak rumit susah,4
yasir muhammed,Nice,5
Didi mr,Mantap aplikasi nya,5
Hasan Lipi,Mantap.,5
Oppa Ant,Error tidak bisa dibuka👎👎👎,1
Arya C,Saya mencoba transfer ke CIMB niaga lain tapi malah gagal terus udah di coba beberapa Minggu ga bisa bisa padahal saldo cukup engga pas pas an terus coba di ATM tetep sama,2
Prayoga Yoga,Sangat mudah dan membantu,5
Suyatno Ayyasy,Top,5
Kusnio Hadi,Bagus cepat,5
lutfi agsetiaw,Makin terdepan cashback utk transaksi nya👍,5
andres 3esaren,Top,5
Prast Gun,"Mantab, mudah dan cepat",5
Kuwat Widayat,Ok,5
Agung WS,"Update terbarunya makin cakep, mantep",4
Abdi Harahap,"Berat banget ,,mutar2 mulu",3
Iwan Ridwan,"Ok,",5
Nadia Viola,Mantap,4
Didin Muhzidin,Bagus,5
Firmansyah S.W,"Habis update kok tidak bisa masuk, aneh klo jelek jangan di update dong, gak bisa di gunakan ini",3
kucing05,Gx usah sok canggih deh klo dikit2 harus ngurus ke cabang.... Buang2 uang aja lu buat bikin apps.... Ada masalah masih harus ke cabang.... Kocak....,1
Fuzi Fauziah,Puas,5
Firman syam,Kok aplikasinya setelah di update mendadak tidak bisa di buka ?,2
Lutfi Ramdhani,"Pelayanan lambat, transfer antar bank masih proses padahal sudah 3hari. Kalo gagal harusnya saldo kembali seperti semula. Saya jadi harus transfer lagi pake bank lain. Karna pembayaran sudah masuk masa tenggang takut kena denda. Ini dari CIMB harus nunggu seminggu. Mohon diperbaiki sistemnya agar kepercayaan masyarakat menggunakan CIMB meningkat.",1
Mansur mandalima,"Sangat membantu & memudakan bisa cek saldo tagihan bisa Tarik tunani tanpa kartu dan lain""",5
trisno rahardjo,Fitur tlp di octo mobile nya di hapus. Jadi perlu pulsa utk tlp 14041. Tolong kembali octo versi yg lama aja,1
Mohamad Roiz,Ok,4
Soeprapto,"Udah update yang terbaru,malah sering FC dan ada keterangan jailbreak/root. Padahal HP nya belum pernah sama sekali di root",1
Chandra Hanafi,Mudah pemakaiannya,5
Ayep Sulaeman,Ok,5
Afit Dian Nurdianto,Sangat membantu kemudahan bertransaksi,5
winda mahwati,"Minta di update muluu,, sedangkan hp yaa hp biasaa..",1
Galuh Putri,"Buka rekening mudah online mudah, penggunaan aplikasi user friendly bgt!",5
Erina Rizki Nugrahani,Force close terus,1
Fonny Lolianto,Mantul,5
Arief Kurniawan,Cukup simple,4
Doleng,Mantap,5
venus bahar,"Setelah update malah langsung force close atau ada notif ""perangkat anda telah di root/jailbreak"" padahal hp blm pernah di apa apain",1
Akbar Budiaji,"Tidak bisa BI fast,Fitur tidak lengkap dan mudah sprti tetangga .",3
Indra Wahyudi,Bagus,5
Supri Yadi,Bagus dan mudah,5
MOH WARDI,Alhamdulillah lancar.. 👍👍👍😘,5
Erland Domianus,LOGIN aja susah,1
Bedjo Bin slamet,Aplikasi sering eror ngak jelas,2
Mizuo Kayato,Mohon klo eror di kasih tau ke pengguna biar gk salah sangka uang saya sudah dikembalikan ulasan saya rubah lagi semoga ke depan menjadi lebih baik lagi🙏🙏,5
Rizzal Ramadan1933,Trus aja pembhruan tidak jelas ini aplikasi,1
Prasetyo Aji,Kok kg bisa di download?,1
Bayu H,Lebih bagus tampilan yang lama,5
agen annisa,Bagus dan baik,5
Wahyu Febri,Sampah ni apk Hp tidak di root kok keterangannya root mulu Udah kecea pakai octo mobile,1
Hurman Binbiniden,Bagi teman teman yang belum menggunakan aplikasi ini saya saran kan segera bergabung .... ini sangat bagus dan praktis,5
Resha Muviet,Naik versi jadi forclose mulu payahh...gak bisa dibuka sama sekali,1
Jibril Zafril,Okay,5
Ricko Gumilar,App mantap,5
Boing Hamka,mau tanya dong fungsi virtual card number ini apa ya??? saya nggak pernah bisa pake saldonya?🙏🙏🙏,5
Ade Fachmi,Lolosin min mau apply cc cimb niaga nya,5
Abdul Rohman,Update melulu,1
Rully Desfry,Mantap!!!,5
Marsel Bandi,Mantapp,5
Dedi Irawan lubis,Kenapa punya saya tidak bisa di update ya,1
fitri maulini,Ribet,2
Mul Affan,Update malah gak bisa login,1
Hendra Bangsawan,Mudah2an bertahan bagusx.. ato lebih bagus lagi.. 🙏🏽👍🏽,4
Anisyah Sirait Uli,👍👍👍👍👍👍,5
Rengga Aditya,belum ada kendala dan mudah,5
Khotib Ummam,Lebih memudahkan transaksi..,4
Asep Saepudin Januar,Good,5
Muhidin Udin,Oke membantu & menjadi solusi yang baik. 👌 Bisa Menjadi Andalan.👍,5
Nur Aisah,Udah bagus yang tadinya tf beda bank 6.500 sekarang udah ada BI FAST 2.500,4
Anta Farmansyah,hp saya gk ada pernah di root atw jailbreak tapi kenapa ke deteknya gitu masalahnya di mana apa sistem aplikaonya yg error setalah update malah gini,1
nana emboth,"Terimakasih Octomobile, aplikasinya sangat membantu skali Top bangeettt 🫰👍👍👍👍🥰",5
Saddam Aldioland (AL),Mantap faster realtime recomended,5
Iid Surgani,Kenapa sih minta update mulu heraaan,1
Fathurrahman,Kenpa tidak bisa untuk pemulihan user id padahal udah masukin epat digit no rekening tang valid malah bilang no rekening anda tidak valid mohon utuk di perbaiki lagi apk nya min,1
Juan Asamoah,AKU KASIH 1 BINTANG AJA.....KARENA RIBET VERIFIKASINYA......Aku ga Jadi pake aplikasi ini...,1
Delly Novalda,"Lebay ribet, m banking tuh yg simpel2 aja. Sok sokan aplikasi keren tapi back aja ga bisa. Hahahaha.... Norak",1
ahmad anang,Memudahkan transaksi driver dan pembayaran apapun,5
ahmad humairoh,Stlh d perbarui malah tdk bsa login,3
muhammad aqeel,Transfer kemana j potongannya murah,5
sup iyan,Lebih mudah bertransaksi...,5
Alin Parlina,Good,5
Kuba Mana,Baik sekali,5
Arek Tarsewu,OTP susah dan lama banget dan gagal,1
agung hadi pamungkas,Ok,5
Anung Tampubolon,Aplikasi ter Ribet yg pernah sy pakai..m banking yg lain praktis n gampang kok ini nyebelin bgt sih...,1
Nanang Tajudin,Bagus,5
dika adli,Memuaskan Keren,5
Kurnia Harisdha,Buruk,5
Reny Handayani,Octo mobile oke,5
Roed Ratu,"Very well, thanks",5
Igo Bachtiar,"Tolong di perbaiki apk nya. Saya tidak bisa masul, apk nya keluar sendiri sebelum log in",1
Yusuf Ari Bakhtiar,Good,5
Yunita Dwi,"ini kenapa gag bisa digunain .. diuninstal trus didownload lg Uda berkali-kali pun gag bisaa.. gimanaaa nihh , alesanya hp terdeteksi root/jailbreak apaan .. gag tak apa² in pun hpku .. tolong lahhh gimana nih",1
Dina Azizah,"Sering bngt mnta update, mna gk bsa d bukak klo gk update,jd nyusahin pas urgent .. kesel",2
A Lion,Good,5
Alex Simon Peres Nababan,Sanga bagus,5
Rahmat Maduun,Updetan terbaru ga fungsi banget apk mental dan ga bisa di gunakan. Malah timbul notif hp yg di gunakan sudah di root. Kan tolol malah nyusahin pengguna inimah tolol benerin lagi lah. Masa iya pengguna harus beli hp baru buat make ni apk. Ga ngotak ni yg pengembang apk nya bego.,1
Tri Jihan Aprilia,Aplikasinya sering eror,2
Wana afrilya,mantaf banget,5
Abd Aziz,Mudah dan fitur nya lengkap serta tampilan nya menarik,5
Lintang Dirgantara,Tidak bisa di perbarui,1
alie ismail,"Setelah di update software nya, di xiaomi note 5 pro kok, bermasalah",2
fajar rubsantoro,Kerenzzzzz,5
Suryadi Official,Aplikasi paling lemot di indonesia,5
Aldimas Jaya Dinaga N.P,"hp saya non-root, tapi terdeteksi root. saya gatau sistem deteksinya kaya gmana, tapi pake m-banking lain aman"" aja. terasa menghambat aktivitas",2
Tonny's Meubel,Keren,5
Hasanudin,"Saya ke bantu dengn octo, cuma tingkatt keamannya kurang fleksibel g kaya bank asia, hp dah diflas tetep aja keditek diroot, mobile bank asia dihp saya aman aja..",1
elang samudera,Mantap,5
Chatarina PYB,Transaksi lancar,5
Mulyani 89,Sudah lama gak pakai octo mobile dan sekarang pakai lagi ternyata banyak transaksi yang biaya adminnya gratis😁😂 alhamdulillah jadi udah gak perlu repot transfer ke aplikasi lain bwt ini iti di octo mobile pun sudah dapet gratis biaya admin sukses terus octo mobile semoga semakin banyak nasabahnya aamiin ya rabbal alamiin🙏😇❤,5
Akhmad Ariyanto Afandi,"Susah amat buka nya, keterangan hp nya karna di root, padahal kaga pernah otak atik",1
Puji Yono,God job,5
Raka Sanjaya,Kenapa gabisa kebuka ya bos M-banking nya,1
bembeng setyono,Update malah banyak bug...,1
Dirundirun 88,Bir bintang yg komen,5
Heri Mulyani,Bagus,4
Novi Widayanti,Kenapa terlalu sering minta di update sih kak admin herannn deh,3
Dayat Depok,"Jangan keseringan update, ribet giliran tbtb ada perlu dan harus update dulu. Banking sebelah jarang update tapi oke oke aja",3
Wiwi 0722,Masih suka eror,4
kim liong,"Kenapa tidak bisa buka Octo mobile, katanya hp saya sudah di root padahal belum Iya , bintang lima tapi tidak bisa di buka aplikasinya, bagaimana mau transaksi , sementara saya tarik saldo, transaksi pakai bank lain , sekali lagi aplikasinya Octo tidak bisa di buka !",5
Januar Aditiawan,"Bagus banget pake ini, tapi sayangnya belom bisa top up shopepay",5
ferdy valentino,Sangat mantap,5
evy tamala,Sangat mempermudah buat keperluan byar apapun.. tapi di spinjam shopie dn pembayaran paylater aku laku masih belum terdaftar..masih kena admin..,5
Go Bisnis,Mantap,5
No Name,"buruk, setiap buka apl selalu lama, dan minta di update, sekalinya di update bug bug bug bug bug teruss... terus gmna saya mau transaksi, klau apl selalu error",1
fendi anto,"Aplikasi diupdate malah tidak bisa dibuka ,, pembaharuan tidak bagus dari sebelumnya",1
Riha official,Dikit dikit pembaruan tak da guna,1
MaUrha Letta ismUnandar NUrhayani kUrniati,MembantU banget,5
T yuswanto Yuswanto,👍👍👍,5
Susilo Hadinoto,"Tidak bisa mendaftar, akun sudahdi blokir hedehh",1
Aniya,Mantap,5
- Febriansyah -,"diperbarui malah gajelas aplikasi nya ,masa login gabisa dibilang diroot/jailbreak",1
AJHI DJUMANTORO,"kembali terulang update terbaru justru membuat aplikasi ini tidak bisa dibuka di hp saya, padahal sebelumnya bisa dibuka di hp saya & berjalan dengan normal tanpa ada kendala, tapi di update terbaru ini justru malah tidak bisa dibuka di hp saya & muncul pemberitahuan bahwa hp saya terindikasi di root, padahal hp saya sama sekali tidak di root & tidak ada perubahan sama sekali dengan hp saya, terbukti sebelum di update saya bisa menggunakan aplikasi ini dengan baik & normal",1
Mukti Junianto,Perbarui mulu sekarang baru kmaren tgl3 ..eh ini dah harus diperbarui..hadewwe,5
Yongki Edwin Tumbuan (Jonky),nice & easy to use 👍🏻🙏🏻😇,5
A19-Rizki Adi Darmawan,Membingungkan untuk bayar va,1
Apvin Yotapin,"Mau tanya ko setelah saya perbaharui aplikasi nya tidak bisa masuk ke octo mobile ya , padahah udh minta perbaharui paksa setelah di perbaharui malah tidak bisa masuk",1
Ashari Ramadani,Aplikasi tidak bisa di buka Gmn ini admin,1
Sultan Alzam,Kenapa gak ada virtual account kayak bank sebelah Tp Lumayan app nya bagus sama Atm Nya tolong Banyakin Semoga Ada Virtual Account Di Octo Mobile Kayak Bank Sebelah,4
Wansinghong Sinaga,Mantap,5
Bangkit Pratama,Lebih baik dari yang sebelunya..semiga selalu meningkat dan tidak eror/lemot lagi,3
sulaiman basyar,Lumayan membantu,3
Alfian Purba,Oke..dan lebih cepat,5
Rudi Heryanto,Updet trus aplikasi kurang menarik tampilannya,1
achmad 1927,Mantab,5
Ully Pelita,sangat baik,5
sitri_yulianto tri,Berikan sll k mudahan dlm transaksi,5
Puji Ono,👌,5
Vindi Riyadi,Ok,5
Gusti Dahana,"Mau login aja dipersulit :') pake kode dri sms, tpi ditungguin ga masuk2 smsnya. Bangke",1
Agus Mulya,Tidak bisa terdaptar,5
Suherlan Dita,"Aplikasinya sih bagus,gampang di mengerti,cuma yg jadi masalah dikit² minta update.",5
sadim Aki,Susah di oprasikan semenjak di perbaharui pdal hp gak di root,1
TEGUH std,Sayang sekali tidak ada pengisian saldo shopeepay.,2
Nunung Setiawaty,"Lucu aplikasinya hp standar dibilang root, upgrade biar ga pada transaksi?",1
Adrian Maulana,"Aplikasi nya sering eror, ketika masuk sering keluar sendiri aneh",1
Raqif Al husein,"Mba mas mohon please jgn sering2 update apk ini,, hp saya kentang udh GK kuat download",2
Asril Pragusna (Riieltime),"setan pascode gak masuk, duit aing sangkut",1
Arif Driver,Eror meluluh m bengking niaga.,1
Refky Haikal,Setelah update tidak bisa masuk aplikasi karena terindikasi hp di root padahal hp saya original tidak pernah di root,1
Siti Aisah,"Tolong cimb niaga tambahin firur top up shopeepay dong,biar lebh gambang mau top up hehe",4
fahmi fauzi,"Mengecewakan,,tiba2 ga bisa dibuka..padahal hp ga pernah diapa2ain Sampai saya restart ulang,masih sama kendalanya Semakin kesini semakin sampah kualitasnyaaa",1
Indra Apriansyah,Semoga semakin maju,5
Rafi Hidayat,Sangat suka,5
Urip Muji,Sebenarnya aplikasinya mau gimana siih suruh update paksa sudah update di pakai eror gak bisa... Ngatain HP saya di jelibreak hape saya itu original gak pernah di ganti ganti hadwere maupun showere... O on,1
Wulan Sadillah,"Kenapa harus update terus, dan aplk makin lelet",1
supriyadi ganda wijaya,"Fleksibel, transaksi jadi lebih nyaman",5
Andy Loe,Sudah bisa seperti biasanya.,5
Apri Utomo,Minta update trus....,5
Choir Riyah,Ini saya tidak bisa update kenapa ya?,2
Chunning Kraken,Nah kan ngaco lagi nih aplikasi nggak di root malah ke deteksi di kira di root padahal baru di update gak jelas lama2 aplikasi ini,1
Sunardi Redmi,"Hallo cimb, sebelumnya mohon maaf, sebelum saya mendaftar akun baru saya mau tanya apa banking cimb octo bisa bertransaksi dengan bank luar negri misalnya negara thailand",3
Yoga Pratama,Pembaharuan trs2an mulu Klau bisa 3 bulan sekali dong upgrade nya,2
jacklyn talahatu,"Kenapa seharian ini octo mobile nya gak bisa dibuka, masa ia, gangguan dari pagi.. Tolong dong lebih perhatikan lagi, gimana mau transaksi kalau gak bisa dibuka.",1
Achmad Badry,Update versi terbaru parahh abis di update gabisa kebuka keluar terus tolong di perbaiki gimana sihh ...,1
Dindin Made,tidak bisa tarik tunai tanpa kartu kelupatan 50 ribu,1
Alinda Novelia Safitri,Tidak ada menu hystorycal. Tampilan historycal yg ada kurang bagus,3
Ahmad Panca,"Good, mantap",5
